W33X169,5.5,28.875,2.4375
W33X152,5.5,28.875,2.3125
W33X141,5.5,28.875,2.1875
W33X130,5.5,28.875,2.125
W33X118,5.5,28.875,2
W30X391,5.5,25.75,3.75
W30X357,5.5,25.75,3.5
W30X326,5.5,25.75,3.3125
W30X292,5.5,25.75,3.125
W30X261,5.5,25.75,2.9375
W30X235,5.5,25.75,2.75
W30X211,5.5,25.75,2.5625
W30X191,5.5,25.75,2.5
W30X173,5.5,25.75,2.3125
W30X148,5.5,25.75,2.5
W30X132,5.5,25.75,2.25
W30X124,5.5,25.75,2.25
W30X116,5.5,25.75,2.125
W30X108,5.5,25.75,2
W30X99,5.5,25.75,2
W30X90,5.5,25.75,1.875
W27X539,5.5,23,4.4375
W27X368,5.5,23,3.6875
W27X336,5.5,23,3.5
W27X307,5.5,23,3.3125
W27X281,5.5,23,3.125
W27X258,5.5,23,3
W27X235,5.5,23,2.875
W27X217,5.5,23,2.6875
W27X194,5.5,23,2.5625
W27X178,5.5,23,2.375
W27X161,5.5,23,2.3125
W27X146,5.5,23,2.1875
W27X129,5.5,23,2.3125
W27X114,5.5,23,2.125
W27X102,5.5,23,2.0625
W27X94,5.5,23,1.9375
W27X84,5.5,23,1.875
W24X370,5.5,20,4
W24X335,5.5,20,3.75
W24X306,5.5,20,3.5625
W24X279,5.5,20,3.375
W24X250,5.5,20,3.125
W24X229,5.5,20,3
W24X207,5.5,20,2.875
W24X192,5.5,20,2.75
W24X176,5.5,20,2.625
W24X162,5.5,20,2.5
W24X146,5.5,20,2.375
W24X131,5.5,20,2.25
W24X117,5.5,20,2.125
W24X104,5.5,20,2.0625
W24X103,5.5,20,2.25
W24X94,5.5,20,2.125
W24X84,5.5,20,2.0625
W24X76,5.5,20,1.9375
W24X68,5.5,20,1.875
W24X62,3.5,20.75,1.5
W24X55,3.5,20.75,1.4375
W21X275,5.5,17.25,3.4375
W21X248,5.5,17.25,3.25
W21X223,5.5,17.25,3.0625
W21X201,5.5,17.25,2.875
W21X182,5.5,17.25,2.75
W21X166,5.5,17.25,2.625
W21X147,5.5,17.25,2.4375
W21X132,5.5,17.25,2.25
W21X122,5.5,17.25,2.25
W21X111,5.5,17.25,2.125
W21X101,5.5,17.25,2.0625
W21X93,5.5,18.375,1.625
W21X83,5.5,18.375,1.5
W21X73,5.5,18.375,1.4375
W21X68,5.5,18.375,1.375
W21X62,5.5,18.375,1.3125
W21X55,5.5,18.375,1.1875
W21X48,5.5,18.375,1.125
W21X57,3.5,18.375,1.3125
W21X50,3.5,18.375,1.25
W21X44,3.5,18.375,1.125
W18X311,5.5,15.125,3.5625
W18X283,5.5,15.125,3.375
W18X258,5.5,15.125,3.1875
W18X234,5.5,15.125,3
W18X211,5.5,15.125,2.8125
W18X192,5.5,15.125,2.625
W18X175,5.5,15.125,2.4375
W18X158,5.5,15.125,2.375
W18X143,5.5,15.125,2.1875
W18X130,5.5,15.125,2.0625
W18X119,5.5,15.125,1.9375
W18X106,5.5,15.125,1.8125
W18X97,5.5,15.125,1.75
W18X86,5.5,15.125,1.625
W18X76,5.5,15.125,1.5625
W18X71,3.5,15.5,1.5
W18X65,3.5,15.5,1.4375
W18X60,3.5,15.5,1.375
W18X55,3.5,15.5,1.3125
W18X50,3.5,15.5,1.25
W18X46,3.5,15.5,1.25
W18X40,3.5,15.5,1.1875
W18X35,3.5,15.5,1.125
W16X100,5.5,13.25,1.875
W16X89,5.5,13.25,1.75
W16X77,5.5,13.25,1.625
W16X67,5.5,13.25,1.5625
W16X57,3.5,13.625,1.375
W16X50,3.5,13.625,1.3125
W16X45,3.5,13.625,1.25
W16X40,3.5,13.625,1.1875
W16X36,3.5,13.625,1.125
W16X31,3.5,13.625,1.125
W16X26,3.5,13.625,1.0625
W14X873,8.5,11.25,6.1875
W14X808,8.5,11.25,5.75
W14X730,7.5,10,6.1875
W14X665,7.5,10,5.8125
W14X605,7.5,10,5.4375
W14X550,7.5,10,5.125
W14X500,7.5,10,4.8125
W14X455,7.5,10,4.5
W14X426,7.5,10,4.3125
W14X398,7.5,10,4.125
W14X370,7.5,10,3.9375
W14X342,7.5,10,3.75
W14X311,7.5,10,3.5625
W14X283,7.5,10,3.375
W14X257,7.5,10,3.1875
W14X233,7.5,10,3
W14X211,7.5,10,2.875
W14X193,7.5,10,2.75
W14X176,7.5,10,2.625
W14X159,7.5,10,2.5
W14X145,7.5,10,2.375
W14X132,5.5,10,2.3125
W14X120,5.5,10,2.25
W14X109,5.5,10,2.1875
W14X99,5.5,10,2.0625
W14X90,5.5,10,2
W14X82,5.5,10.875,1.6875
W14X74,5.5,10.875,1.625
W14X68,5.5,10.875,1.5625
W14X61,5.5,10.875,1.5
W14X53,5.5,10.875,1.5
W14X48,5.5,10.875,1.4375
W14X43,5.5,10.875,1.375
W14X38,3.5,11.625,1.25
W14X34,3.5,11.625,1.1875
W14X30,3.5,11.625,1.125
W14X26,2.75,11.625,1.125
W14X22,2.75,11.625,1.0625
W12X336,5.5,9.125,3.875
W12X305,5.5,9.125,3.625
W12X279,5.5,9.125,3.375
W12X252,5.5,9.125,3.125
W12X230,5.5,9.125,2.9375
W12X210,5.5,9.125,2.8125
W12X190,5.5,9.125,2.625
W12X170,5.5,9.125,2.4375
W12X152,5.5,9.125,2.3125
W12X136,5.5,9.125,2.125
W12X120,5.5,9.125,2
W12X106,5.5,9.125,1.875
W12X96,5.5,9.125,1.8125
W12X87,5.5,9.125,1.6875
W12X79,5.5,9.125,1.625
W12X72,5.5,9.125,1.5625
W12X65,5.5,9.125,1.5
W12X58,5.5,9.25,1.5
W12X53,5.5,9.25,1.375
W12X50,5.5,9.25,1.5
W12X45,5.5,9.25,1.375
W12X40,5.5,9.25,1.375
W12X35,3.5,10.125,1.1875
W12X30,3.5,10.125,1.125
W12X26,3.5,10.125,1.0625
W12X22,2.25,10.375,0.9375
W12X19,2.25,10.375,0.875
W12X16,2.25,10.375,0.8125
W12X14,2.25,10.375,0.75
W10X112,5.5,7.5,1.9375
W10X100,5.5,7.5,1.8125
W10X88,5.5,7.5,1.6875
W10X77,5.5,7.5,1.5625
W10X68,5.5,7.5,1.4375
W10X60,5.5,7.5,1.375
W10X54,5.5,7.5,1.3125
W10X49,5.5,7.5,1.25
W10X45,5.5,7.5,1.3125
W10X39,5.5,7.5,1.1875
W10X33,5.5,7.5,1.125
W10X30,2.75,8.25,1.125
W10X26,2.75,8.25,1.0625
W10X22,2.75,8.25,0.9375
W10X19,2.25,8.375,0.9375
W10X17,2.25,8.375,0.875
W10X15,2.25,8.375,0.8125
W10X12,2.25,8.375,0.75
W8X67,5.5,5.75,1.625
W8X58,5.5,5.75,1.5
W8X48,5.5,5.75,1.375
W8X40,5.5,5.75,1.25
W8X35,5.5,5.75,1.1875
W8X31,5.5,5.75,1.125
W8X28,4,6.125,0.9375
W8X24,4,6.125,0.875
W8X21,2.75,6.5,0.875
W8X18,2.75,6.5,0.8125
W8X15,2.25,6.5,0.8125
W8X13,2.25,6.5,0.75
W8X10,2.25,6.5,0.6875
W6X25,3.5,4.5,0.9375
W6X20,3.5,4.5,0.875
W6X15,3.5,4.5,0.75
W6X16,2.25,4.5,0.875
W6X12,2.25,4.5,0.75
W6X9,2.25,4.5,0.6875
W6X8.5,2.25,4.5,0.6875
W5X19,2.75,3.5,0.8125
W5X16,2.75,3.5,0.75
W4X13,2.25,2.625,0.75
M12.5X12.4,0,11.375,0.5625
M12.5X11.6,0,11.375,0.5625
M12X11.8,0,10.875,0.5625
M12X10.8,0,10.875,0.5625
M12X10,0,11,0.5
M10X9,0,8.875,0.5625
M10X8,0,8.875,0.5625
M10X7.5,0,9.125,0.4375
M8X6.5,0,6.875,0.5625
M8X6.2,0,7.125,0.4375
M6X4.4,0,5.25,0.375
M6X3.7,0,5.25,0.3125
M5X18.9,2.75,3.375,0.8125
M4X6,0,2.75,0.5
M4X4.08,0,2.875,0.5625
M4X3.45,0,3,0.5
M4X3.2,0,3,0.5
M3X2.9,0,2,0.5
S24X121,4,20.5,2
S24X106,4,20.5,2
S24X100,4,20.5,1.75
S24X90,4,20.5,1.75
S24X80,4,20.5,1.75
S20X96,4,16.75,1.75
S20X86,4,16.75,1.75
S20X75,3.5,16.75,1.625
S20X66,3.5,16.75,1.625
S18X70,3.5,15,1.5
S18X54.7,3.5,15,1.5
S15X50,3.5,12.25,1.375
S15X42.9,3.5,12.25,1.375
S12X50,3,9.125,1.4375
S12X40.8,3,9.125,1.4375
S12X35,3,9.625,1.1875
S12X31.8,3,9.625,1.1875
S10X35,2.75,7.75,1.125
S10X25.4,2.75,7.75,1.125
S8X23,2.25,6,1
S8X18.4,2.25,6,1
S6X17.25,0,4.375,0.8125
S6X12.5,0,4.375,0.8125
S5X10,0,3.5,0.75
S4X9.5,0,2.5,0.75
S4X7.7,0,2.5,0.75
S3X7.5,0,1.75,0.625
S3X5.7,0,1.75,0.625
HP18X204,7.5,13.5,2.3125
HP18X181,7.5,13.5,2.1875
HP18X157,7.5,13.5,2.0625
HP18X135,7.5,13.5,1.9375
HP16X183,5.5,11.75,2.3125
HP16X162,5.5,11.75,2.1875
HP16X141,5.5,11.75,2.0625
HP16X121,5.5,11.75,1.9375
HP16X101,5.5,11.75,1.8125
HP16X88,5.5,11.75,1.75
HP14X117,5.5,11.25,2.0625
HP14X102,5.5,11.25,1.9375
HP14X89,5.5,11.25,1.875
HP14X73,5.5,11.25,1.75
HP12X89,5.5,9.5,1.625
HP12X84,5.5,9.5,1.5625
HP12X74,5.5,9.5,1.5
HP12X63,5.5,9.5,1.4375
HP12X53,5.5,9.5,1.3125
HP10X57,5.5,7.5,1.25
HP10X42,5.5,7.5,1.125
HP8X36,5.5,5.75,1.125
C15X50,2.25,12.125,1.4375
C15X40,2,12.125,1.4375
C15X33.9,2,12.125,1.4375
C12X30,1.75,9.75,1.125
C12X25,1.75,9.75,1.125
C12X20.7,1.75,9.75,1.125
C10X30,1.75,8,1.0625
C10X25,1.75,8,1.0625
C10X20,1.5,8,1.0625
C10X15.3,1.5,8,1.0625
C9X20,1.5,7,1
C9X15,1.375,7,1
C9X13.4,1.375,7,1
C8X18.75,1.5,6.125,0.9375
C8X13.75,1.375,6.125,0.9375
C8X11.5,1.375,6.125,0.9375
C7X14.75,1.25,5.25,0.875
C7X12.25,1.25,5.25,0.875
C7X9.8,1.25,5.25,0.875
C6X13,1.375,4.375,0.8125
C6X10.5,1.125,4.375,0.8125
C6X8.2,1.125,4.375,0.8125
C5X9,1.125,3.5,0.75
C5X6.7,0,3.5,0.75
C4X7.25,1,2.5,0.75
C4X6.25,0,2.5,0.75
C4X5.4,0,2.5,0.75
C4X4.5,0,2.5,0.75
C3X6,0,1.625,0.6875
C3X5,0,1.625,0.6875
C3X4.1,0,1.625,0.6875
C3X3.5,0,1.625,0.6875
MC18X58,2.5,15.125,1.4375
MC18X51.9,2.5,15.125,1.4375
MC18X45.8,2.5,15.125,1.4375
MC18X42.7,2.5,15.125,1.4375
MC13X50,2.5,10.125,1.4375
MC13X40,2.5,10.125,1.4375
MC13X35,2.5,10.125,1.4375
MC13X31.8,2.5,10.125,1.4375
MC12X50,2.5,9.375,1.3125
MC12X45,2.5,9.375,1.3125
MC12X40,2.5,9.375,1.3125
MC12X35,2.5,9.375,1.3125
MC12X31,2.25,9.375,1.3125
MC12X14.3,1.25,10.5,0.75
MC12X10.6,0,10.5,0.75
MC10X41.1,2.5,7.375,1.3125
MC10X33.6,2.5,7.375,1.3125
MC10X28.5,2.5,7.375,1.3125
MC10X25,2,7.375,1.3125
MC10X22,2,7.375,1.3125
MC10X8.4,0,8.5,0.75
MC10X6.5,0,8.875,0.5625
MC9X25.4,2,6.5,1.25
MC9X23.9,2,6.5,1.25
MC8X22.8,2,5.625,1.1875
MC8X21.4,2,5.625,1.1875
MC8X20,2,5.75,1.125
MC8X18.7,2,5.75,1.125
MC8X8.5,1.125,6.375,0.8125
MC7X22.7,2,4.75,1.125
MC7X19.1,2,4.75,1.125
MC6X18,2,3.875,1.0625
MC6X15.3,2,4.25,0.875
MC6X16.3,1.75,3.875,1.0625
MC6X15.1,1.75,3.875,1.0625
MC6X12,1.5,4.25,0.875
MC6X7,0,4.5,0.75
MC6X6.5,0,4.5,0.75
MC4X13.8,0,2,1
MC3X7.1,0,1.375,0.8125
L12X12X103/8,0,0,2.0625
L12X12X101/4,0,0,1.9375
L12X12X101/8,0,0,1.8125
L12X12X1,0,0,1.6875
L10X10X103/8,0,0,2.1875
L10X10X101/4,0,0,2.0625
L10X10X101/8,0,0,1.9375
L10X10X1,0,0,1.8125
L10X10X7/8,0,0,1.6875
L10X10X3/4,0,0,1.5625
L8X8X101/8,0,0,1.75
L8X8X1,0,0,1.625
L8X8X7/8,0,0,1.5
L8X8X3/4,0,0,1.375
L8X8X5/8,0,0,1.25
L8X8X9/16,0,0,1.1875
L8X8X1/2,0,0,1.125
L8X6X1,0,0,1.5
L8X6X7/8,0,0,1.375
L8X6X3/4,0,0,1.25
L8X6X5/8,0,0,1.125
L8X6X9/16,0,0,1.0625
L8X6X1/2,0,0,1
L8X6X7/16,0,0,0.9375
L8X4X1,0,0,1.5
L8X4X7/8,0,0,1.375
L8X4X3/4,0,0,1.25
L8X4X5/8,0,0,1.125
L8X4X9/16,0,0,1.0625
L8X4X1/2,0,0,1
L8X4X7/16,0,0,0.9375
L7X4X3/4,0,0,1.25
L7X4X5/8,0,0,1.125
L7X4X1/2,0,0,1
L7X4X7/16,0,0,0.9375
L7X4X3/8,0,0,0.875
L6X6X1,0,0,1.5
L6X6X7/8,0,0,1.375
L6X6X3/4,0,0,1.25
L6X6X5/8,0,0,1.125
L6X6X9/16,0,0,1.0625
L6X6X1/2,0,0,1
L6X6X7/16,0,0,0.9375
L6X6X3/8,0,0,0.875
L6X6X5/16,0,0,0.8125
L6X4X7/8,0,0,1.375
L6X4X3/4,0,0,1.25
L6X4X5/8,0,0,1.125
L6X4X9/16,0,0,1.0625
L6X4X1/2,0,0,1
L6X4X7/16,0,0,0.9375
L6X4X3/8,0,0,0.875
L6X4X5/16,0,0,0.8125
L6X301/2X1/2,0,0,1
L6X301/2X3/8,0,0,0.875
L6X301/2X5/16,0,0,0.8125
L5X5X7/8,0,0,1.375
L5X5X3/4,0,0,1.25
L5X5X5/8,0,0,1.125
L5X5X1/2,0,0,1
L5X5X7/16,0,0,0.9375
L5X5X3/8,0,0,0.875
L5X5X5/16,0,0,0.8125
L5X301/2X3/4,0,0,1.1875
L5X301/2X5/8,0,0,1.0625
L5X301/2X1/2,0,0,0.9375
L5X301/2X3/8,0,0,0.8125
L5X301/2X5/16,0,0,0.75
L5X301/2X1/4,0,0,0.6875
L5X3X1/2,0,0,0.9375
L5X3X7/16,0,0,0.875
L5X3X3/8,0,0,0.8125
L5X3X5/16,0,0,0.75
L5X3X1/4,0,0,0.6875
L4X4X3/4,0,0,1.125
L4X4X5/8,0,0,1
L4X4X1/2,0,0,0.875
L4X4X7/16,0,0,0.8125
L4X4X3/8,0,0,0.75
L4X4X5/16,0,0,0.6875
L4X4X1/4,0,0,0.625
L4X301/2X1/2,0,0,0.875
L4X301/2X3/8,0,0,0.75
L4X301/2X5/16,0,0,0.6875
L4X301/2X1/4,0,0,0.625
L4X3X5/8,0,0,1
L4X3X1/2,0,0,0.875
L4X3X3/8,0,0,0.75
L4X3X5/16,0,0,0.6875
L4X3X1/4,0,0,0.625
L301/2X301/2X1/2,0,0,0.875
L301/2X301/2X7/16,0,0,0.8125
L301/2X301/2X3/8,0,0,0.75
L301/2X301/2X5/16,0,0,0.6875
L301/2X301/2X1/4,0,0,0.625
L301/2X3X1/2,0,0,0.875
L301/2X3X7/16,0,0,0.8125
L301/2X3X3/8,0,0,0.75
L301/2X3X5/16,0,0,0.6875
L301/2X3X1/4,0,0,0.625
L301/2X201/2X1/2,0,0,0.875
L301/2X201/2X3/8,0,0,0.75
L301/2X201/2X5/16,0,0,0.6875
L301/2X201/2X1/4,0,0,0.625
L3X3X1/2,0,0,0.875
L3X3X7/16,0,0,0.8125
L3X3X3/8,0,0,0.75
L3X3X5/16,0,0,0.6875
L3X3X1/4,0,0,0.625
L3X3X3/16,0,0,0.5625
L3X201/2X1/2,0,0,0.875
L3X201/2X7/16,0,0,0.8125
L3X201/2X3/8,0,0,0.75
L3X201/2X5/16,0,0,0.6875
L3X201/2X1/4,0,0,0.625
L3X201/2X3/16,0,0,0.5625
L3X2X1/2,0,0,0.8125
L3X2X3/8,0,0,0.6875
L3X2X5/16,0,0,0.625
L3X2X1/4,0,0,0.5625
L3X2X3/16,0,0,0.5
L201/2X201/2X1/2,0,0,0.75
L201/2X201/2X3/8,0,0,0.625
L201/2X201/2X5/16,0,0,0.5625
L201/2X201/2X1/4,0,0,0.5
L201/2X201/2X3/16,0,0,0.4375
L201/2X2X3/8,0,0,0.625
L201/2X2X5/16,0,0,0.5625
L201/2X2X1/4,0,0,0.5
L201/2X2X3/16,0,0,0.4375
L201/2X101/2X1/4,0,0,0.5
L201/2X101/2X3/16,0,0,0.4375
L2X2X3/8,0,0,0.625
L2X2X5/16,0,0,0.5625
L2X2X1/4,0,0,0.5
L2X2X3/16,0,0,0.4375
L2X2X1/8,0,0,0.375
WT22X167.5,5.5,0,3
WT22X145,5.5,0,2.8125
WT22X131,5.5,0,2.625
WT22X115,5.5,0,2.4375
WT20X327.5,7.5,0,4.8125
WT20X296.5,7.5,0,4.5
WT20X251.5,7.5,0,4
WT20X215.5,7.5,0,3.625
WT20X198.5,7.5,0,3.5
WT20X186,7.5,0,3.3125
WT20X181,7.5,0,3.25
WT20X162,7.5,0,3.0625
WT20X148.5,7.5,0,2.9375
WT20X138.5,7.5,0,2.875
WT20X124.5,7.5,0,2.6875
WT20X107.5,7.5,0,2.5
WT20X99.5,7.5,0,2.3125
WT20X196,7.5,0,3.8125
WT20X165.5,7.5,0,3.375
WT20X163.5,7.5,0,3.375
WT20X147,7.5,0,3.1875
WT20X139,7.5,0,3.0625
WT20X132,7.5,0,3
WT20X117.5,7.5,0,2.875
WT20X105.5,7.5,0,2.6875
WT20X91.5,7.5,0,2.5
WT20X83.5,7.5,0,2.3125
WT20X74.5,7.5,0,2.125
WT18X462.5,7.5,0,5.375
WT18X426.5,7.5,0,5.375
WT18X401,7.5,0,5.125
WT18X361.5,7.5,0,4.6875
WT18X326,7.5,0,4.8125
WT18X264.5,7.5,0,4.1875
WT18X243.5,7.5,0,4
WT18X220.5,7.5,0,3.75
WT18X197.5,7.5,0,3.4375
WT18X180.5,7.5,0,3.3125
WT18X165,7.5,0,3.125
WT18X151,7.5,0,3
WT18X141,7.5,0,2.875
WT18X131,7.5,0,2.75
WT18X123.5,7.5,0,2.625
WT18X115.5,7.5,0,2.5625
WT18X128,5.5,0,2.9375
WT18X116,5.5,0,2.8125
WT18X105,5.5,0,2.625
WT18X97,5.5,0,2.5
WT18X91,5.5,0,2.375
WT18X85,5.5,0,2.375
WT18X80,5.5,0,2.25
WT18X75,5.5,0,2.1875
WT18X67.5,5.5,0,2.0625
WT16.5X193.5,5.5,0,3.5625
WT16.5X177,5.5,0,3.375
WT16.5X159,5.5,0,3.1875
WT16.5X145.5,5.5,0,2.9375
WT16.5X131.5,5.5,0,2.8125
WT16.5X120.5,5.5,0,2.6875
WT16.5X110.5,5.5,0,2.5
WT16.5X100.5,5.5,0,2.4375
WT16.5X84.5,5.5,0,2.4375
WT16.5X76,5.5,0,2.3125
WT16.5X70.5,5.5,0,2.1875
WT16.5X65,5.5,0,2.125
WT16.5X59,5.5,0,2
WT15X195.5,5.5,0,3.75
WT15X178.5,5.5,0,3.5
WT15X163,5.5,0,3.3125
WT15X146,5.5,0,3.125
WT15X130.5,5.5,0,2.9375
WT15X117.5,5.5,0,2.75
WT15X105.5,5.5,0,2.5625
WT15X95.5,5.5,0,2.5
WT15X86.5,5.5,0,2.3125
WT15X74,5.5,0,2.5
WT15X66,5.5,0,2.25
WT15X62,5.5,0,2.25
WT15X58,5.5,0,2.125
WT15X54,5.5,0,2
WT15X49.5,5.5,0,2
WT15X45,5.5,0,1.875
WT13.5X269.5,5.5,0,4.4375
WT13.5X184,5.5,0,3.6875
WT13.5X168,5.5,0,3.5
WT13.5X153.5,5.5,0,3.3125
WT13.5X140.5,5.5,0,3.125
WT13.5X129,5.5,0,3
WT13.5X117.5,5.5,0,2.875
WT13.5X108.5,5.5,0,2.6875
WT13.5X97,5.5,0,2.5625
WT13.5X89,5.5,0,2.375
WT13.5X80.5,5.5,0,2.3125
WT13.5X73,5.5,0,2.1875
WT13.5X64.5,5.5,0,2.3125
WT13.5X57,5.5,0,2.125
WT13.5X51,5.5,0,2.0625
WT13.5X47,5.5,0,1.9375
WT13.5X42,5.5,0,1.875
WT12X185,5.5,0,4
WT12X167.5,5.5,0,3.75
WT12X153,5.5,0,3.5625
WT12X139.5,5.5,0,3.375
WT12X125,5.5,0,3.125
WT12X114.5,5.5,0,3
WT12X103.5,5.5,0,2.875
WT12X96,5.5,0,2.75
WT12X88,5.5,0,2.625
WT12X81,5.5,0,2.5
WT12X73,5.5,0,2.375
WT12X65.5,5.5,0,2.25
WT12X58.5,5.5,0,2.125
WT12X52,5.5,0,2.0625
WT12X51.5,5.5,0,2.25
WT12X47,5.5,0,2.125
WT12X42,5.5,0,2.0625
WT12X38,5.5,0,1.9375
WT12X34,5.5,0,1.875
WT12X31,3.5,0,1.5
WT12X27.5,3.5,0,1.4375
WT10.5X137.5,5.5,0,3.4375
WT10.5X124,5.5,0,3.25
WT10.5X111.5,5.5,0,3.0625
WT10.5X100.5,5.5,0,2.875
WT10.5X91,5.5,0,2.75
WT10.5X83,5.5,0,2.625
WT10.5X73.5,5.5,0,2.4375
WT10.5X66,5.5,0,2.25
WT10.5X61,5.5,0,2.25
WT10.5X55.5,5.5,0,2.125
WT10.5X50.5,5.5,0,2.0625
WT10.5X46.5,5.5,0,1.625
WT10.5X41.5,5.5,0,1.5
WT10.5X36.5,5.5,0,1.4375
WT10.5X34,5.5,0,1.375
WT10.5X31,5.5,0,1.3125
WT10.5X27.5,5.5,0,1.1875
WT10.5X24,5.5,0,1.125
WT10.5X28.5,3.5,0,1.3125
WT10.5X25,3.5,0,1.25
WT10.5X22,3.5,0,1.125
WT9X155.5,5.5,0,3.5625
WT9X141.5,5.5,0,3.375
WT9X129,5.5,0,3.1875
WT9X117,5.5,0,3
WT9X105.5,5.5,0,2.8125
WT9X96,5.5,0,2.625
WT9X87.5,5.5,0,2.4375
WT9X79,5.5,0,2.375
WT9X71.5,5.5,0,2.1875
WT9X65,5.5,0,2.0625
WT9X59.5,5.5,0,1.9375
WT9X53,5.5,0,1.8125
WT9X48.5,5.5,0,1.75
WT9X43,5.5,0,1.625
WT9X38,5.5,0,1.5625
WT9X35.5,3.5,0,1.5
WT9X32.5,3.5,0,1.4375
WT9X30,3.5,0,1.375
WT9X27.5,3.5,0,1.3125
WT9X25,3.5,0,1.25
WT9X23,3.5,0,1.25
WT9X20,3.5,0,1.1875
WT9X17.5,3.5,0,1.125
WT8X50,5.5,0,1.875
WT8X44.5,5.5,0,1.75
WT8X38.5,5.5,0,1.625
WT8X33.5,5.5,0,1.5625
WT8X28.5,3.5,0,1.375
WT8X25,3.5,0,1.3125
WT8X22.5,3.5,0,1.25
WT8X20,3.5,0,1.1875
WT8X18,3.5,0,1.125
WT8X15.5,3.5,0,1.125
WT8X13,3.5,0,1.0625
WT7X436.5,8.5,0,6.1875
WT7X404,8.5,0,5.75
WT7X365,7.5,0,6.1875
WT7X332.5,7.5,0,5.8125
WT7X302.5,7.5,0,5.4375
WT7X275,7.5,0,5.125
WT7X250,7.5,0,4.8125
WT7X227.5,7.5,0,4.5
WT7X213,7.5,0,4.3125
WT7X199,7.5,0,4.125
WT7X185,7.5,0,3.9375
WT7X171,7.5,0,3.75
WT7X155.5,7.5,0,3.5625
WT7X141.5,7.5,0,3.375
WT7X128.5,7.5,0,3.1875
WT7X116.5,7.5,0,3
WT7X105.5,7.5,0,2.875
WT7X96.5,7.5,0,2.75
WT7X88,7.5,0,2.625
WT7X79.5,7.5,0,2.5
WT7X72.5,7.5,0,2.375
WT7X66,5.5,0,2.3125
WT7X60,5.5,0,2.25
WT7X54.5,5.5,0,2.1875
WT7X49.5,5.5,0,2.0625
WT7X45,5.5,0,2
WT7X41,5.5,0,1.6875
WT7X37,5.5,0,1.625
WT7X34,5.5,0,1.5625
WT7X30.5,5.5,0,1.5
WT7X26.5,5.5,0,1.5
WT7X24,5.5,0,1.4375
WT7X21.5,5.5,0,1.375
WT7X19,3.5,0,1.25
WT7X17,3.5,0,1.1875
WT7X15,3.5,0,1.125
WT7X13,2.75,0,1.125
WT7X11,2.75,0,1.0625
WT6X168,5.5,0,3.875
WT6X152.5,5.5,0,3.625
WT6X139.5,5.5,0,3.375
WT6X126,5.5,0,3.125
WT6X115,5.5,0,2.9375
WT6X105,5.5,0,2.8125
WT6X95,5.5,0,2.625
WT6X85,5.5,0,2.4375
WT6X76,5.5,0,2.3125
WT6X68,5.5,0,2.125
WT6X60,5.5,0,2
WT6X53,5.5,0,1.875
WT6X48,5.5,0,1.8125
WT6X43.5,5.5,0,1.6875
WT6X39.5,5.5,0,1.625
WT6X36,5.5,0,1.5625
WT6X32.5,5.5,0,1.5
WT6X29,5.5,0,1.5
WT6X26.5,5.5,0,1.375
WT6X25,5.5,0,1.5
WT6X22.5,5.5,0,1.375
WT6X20,5.5,0,1.375
WT6X17.5,3.5,0,1.1875
WT6X15,3.5,0,1.125
WT6X13,3.5,0,1.0625
WT6X11,2.25,0,0.9375
WT6X9.5,2.25,0,0.875
WT6X8,2.25,0,0.8125
WT6X7,2.25,0,0.75
WT5X56,5.5,0,1.9375
WT5X50,5.5,0,1.8125
