W,W40X249,249,73.3,39.4,0,0,15.8,0,0,0.75,1.42,0,0,0,2.6,1.5625,0,0,0,0,0,19600,1120,993,16.3,926,182,118,3.55,0,0,38.1,334000,0,150,841,203,551,0,0,0,0
W,W40X215,215,63.4,39,0,0,15.8,0,0,0.65,1.22,0,0,0,2.4,1.5625,0,0,0,0,0,16700,964,859,16.2,796,156,101,3.54,0,0,24.8,284000,0,149,719,175,473,0,0,0,0
W,W40X199,199,58.5,38.7,0,0,15.8,0,0,0.65,1.07,0,0,0,2.25,1.5625,0,0,0,0,0,14900,869,770,16,695,137,88.2,3.45,0,0,18.3,246000,0,149,628,153,427,0,0,0,0
W,W40X392,392,115,41.6,0,0,12.4,0,0,1.42,2.52,0,0,0,3.7,1.9375,0,0,0,0,0,29900,1710,1440,16.1,803,212,130,2.64,0,0,172,306000,0,121,946,270,848,0,0,0,0
W,W40X331,331,97.5,40.8,0,0,12.2,0,0,1.22,2.13,0,0,0,3.31,1.8125,0,0,0,0,0,24700,1430,1210,15.9,644,172,106,2.57,0,0,105,241000,0,118,766,226,706,0,0,0,0
W,W40X327,327,96,40.8,0,0,12.1,0,0,1.18,2.13,0,0,0,3.31,1.8125,0,0,0,0,0,24500,1410,1200,16,640,170,105,2.58,0,0,103,239000,0,117,754,225,695,0,0,0,0
W,W40X294,294,86.3,40.4,0,0,12,0,0,1.06,1.93,0,0,0,3.11,1.75,0,0,0,0,0,21900,1270,1080,15.9,562,150,93.5,2.55,0,0,76.6,208000,0,115,668,203,622,0,0,0,0
W,W40X278,278,82,40.2,0,0,12,0,0,1.03,1.81,0,0,0,2.99,1.75,0,0,0,0,0,20500,1190,1020,15.8,521,140,87.1,2.52,0,0,65,192000,0,115,622,190,587,0,0,0,0
W,W40X264,264,77.6,40,0,0,11.9,0,0,0.96,1.73,0,0,0,2.91,1.6875,0,0,0,0,0,19400,1130,971,15.8,493,132,82.6,2.52,0,0,56.1,181000,0,114,589,182,555,0,0,0,0
W,W40X235,235,69,39.7,0,0,11.9,0,0,0.83,1.58,0,0,0,2.76,1.625,0,0,0,0,0,17400,1010,875,15.9,444,118,74.6,2.54,0,0,41.3,161000,0,113,530,166,495,0,0,0,0
W,W40X211,211,62,39.4,0,0,11.8,0,0,0.75,1.42,0,0,0,2.6,1.5625,0,0,0,0,0,15500,906,786,15.8,390,105,66.1,2.51,0,0,30.4,141000,0,112,468,148,442,0,0,0,0
W,W40X183,183,53.3,39,0,0,11.8,0,0,0.65,1.2,0,0,0,2.38,1.5625,0,0,0,0,0,13200,774,675,15.7,331,88.3,56,2.49,0,0,19.3,118000,0,112,395,126,376,0,0,0,0
W,W40X167,167,49.2,38.6,0,0,11.8,0,0,0.65,1.03,0,0,0,2.21,1.5625,0,0,0,0,0,11600,693,600,15.3,283,76,47.9,2.4,0,0,14,99700,0,111,336,107,336,0,0,0,0
W,W40X149,149,43.8,38.2,0,0,11.8,0,0,0.63,0.83,0,0,0,2.01,1.5,0,0,0,0,0,9800,598,513,15,229,62.2,38.8,2.29,0,0,9.36,80000,0,110,270,86.7,288,0,0,0,0
W,W36X800,800,236,42.6,0,0,18,0,0,2.38,4.29,0,0,0,5.24,2.375,0,0,0,0,0,64700,3650,3040,16.6,4200,743,467,4.22,0,0,1060,1540000,0,172,3320,641,1820,0,0,0,0
W,W36X652,652,192,41.1,0,0,17.6,0,0,1.97,3.54,0,0,0,4.49,2.1875,0,0,0,0,0,50600,2910,2460,16.2,3230,581,367,4.1,0,0,593,1130000,0,165,2560,518,1450,0,0,0,0
W,W36X529,529,156,39.8,0,0,17.2,0,0,1.61,2.91,0,0,0,3.86,2,0,0,0,0,0,39600,2330,1990,16,2490,454,289,4,0,0,327,846000,0,159,1990,419,1160,0,0,0,0
W,W36X487,487,143,39.3,0,0,17.1,0,0,1.5,2.68,0,0,0,3.63,1.875,0,0,0,0,0,36000,2130,1830,15.8,2250,412,263,3.96,0,0,258,754000,0,157,1800,383,1060,0,0,0,0
W,W36X441,441,130,38.9,0,0,17,0,0,1.36,2.44,0,0,0,3.39,1.875,0,0,0,0,0,32100,1910,1650,15.7,1990,368,235,3.92,0,0,194,661000,0,154,1600,347,950,0,0,0,0
W,W36X395,395,116,38.4,0,0,16.8,0,0,1.22,2.2,0,0,0,3.15,1.8125,0,0,0,0,0,28500,1710,1490,15.7,1750,325,208,3.88,0,0,142,575000,0,152,1410,311,847,0,0,0,0
W,W36X361,361,106,38,0,0,16.7,0,0,1.12,2.01,0,0,0,2.96,1.75,0,0,0,0,0,25700,1550,1350,15.6,1570,293,188,3.85,0,0,109,509000,0,150,1270,282,767,0,0,0,0
W,W36X330,330,97,37.7,0,0,16.6,0,0,1.02,1.85,0,0,0,2.8,1.75,0,0,0,0,0,23300,1410,1240,15.5,1420,265,171,3.83,0,0,84.3,456000,0,149,1150,259,698,0,0,0,0
W,W36X302,302,88.8,37.3,0,0,16.7,0,0,0.945,1.68,0,0,0,2.63,1.6875,0,0,0,0,0,21100,1280,1130,15.4,1300,241,156,3.82,0,0,64.3,412000,0,148,1040,235,635,0,0,0,0
W,W36X282,282,82.9,37.1,0,0,16.6,0,0,0.885,1.57,0,0,0,2.52,1.625,0,0,0,0,0,19600,1190,1050,15.4,1200,223,144,3.8,0,0,52.7,378000,0,147,960,219,591,0,0,0,0
W,W36X262,262,77,36.9,0,0,16.6,0,0,0.84,1.44,0,0,0,2.39,1.625,0,0,0,0,0,17900,1100,972,15.3,1090,204,132,3.76,0,0,41.6,342000,0,147,873,200,543,0,0,0,0
W,W36X247,247,72.5,36.7,0,0,16.5,0,0,0.8,1.35,0,0,0,2.3,1.625,0,0,0,0,0,16700,1030,913,15.2,1010,190,123,3.74,0,0,34.7,316000,0,146,812,187,509,0,0,0,0
W,W36X231,231,68.1,36.5,0,0,16.5,0,0,0.76,1.26,0,0,0,2.21,1.5625,0,0,0,0,0,15600,963,854,15.1,940,176,114,3.71,0,0,28.7,292000,0,145,756,175,476,0,0,0,0
W,W36X256,256,75.4,37.4,0,0,12.2,0,0,0.96,1.73,0,0,0,2.48,1.3125,0,0,0,0,0,16800,1040,895,14.9,528,137,86.5,2.65,0,0,52.9,168000,0,109,576,174,516,0,0,0,0
W,W36X232,232,68.1,37.1,0,0,12.1,0,0,0.87,1.57,0,0,0,2.32,1.25,0,0,0,0,0,15000,936,809,14.8,468,122,77.2,2.62,0,0,39.6,148000,0,108,512,157,464,0,0,0,0
W,W36X210,210,61.8,36.7,0,0,12.2,0,0,0.83,1.36,0,0,0,2.11,1.25,0,0,0,0,0,13200,833,719,14.6,411,107,67.5,2.58,0,0,28,128000,0,108,446,136,412,0,0,0,0
W,W36X194,194,57,36.5,0,0,12.1,0,0,0.765,1.26,0,0,0,2.01,1.1875,0,0,0,0,0,12100,767,664,14.6,375,97.7,61.9,2.56,0,0,22.2,116000,0,107,407,126,379,0,0,0,0
W,W36X182,182,53.6,36.3,0,0,12.1,0,0,0.725,1.18,0,0,0,1.93,1.1875,0,0,0,0,0,11300,718,623,14.5,347,90.7,57.6,2.55,0,0,18.5,107000,0,106,378,118,355,0,0,0,0
W,W36X170,170,50.1,36.2,0,0,12,0,0,0.68,1.1,0,0,0,1.85,1.1875,0,0,0,0,0,10500,668,581,14.5,320,83.8,53.2,2.53,0,0,15.1,98500,0,105,349,109,330,0,0,0,0
W,W36X160,160,47,36,0,0,12,0,0,0.65,1.02,0,0,0,1.77,1.125,0,0,0,0,0,9760,624,542,14.4,295,77.3,49.1,2.5,0,0,12.4,90200,0,105,321,101,308,0,0,0,0
W,W36X150,150,44.2,35.9,0,0,12,0,0,0.625,0.94,0,0,0,1.69,1.125,0,0,0,0,0,9040,581,504,14.3,270,70.9,45.1,2.47,0,0,10.1,82200,0,105,294,93.1,287,0,0,0,0
W,W36X135,135,39.7,35.6,0,0,12,0,0,0.6,0.79,0,0,0,1.54,1.125,0,0,0,0,0,7800,509,439,14,225,59.7,37.7,2.38,0,0,7,68100,0,104,245,77.9,251,0,0,0,0
W,W33X387,387,114,36,0,0,16.2,0,0,1.26,2.28,0,0,0,3.07,1.4375,0,0,0,0,0,24300,1560,1350,14.6,1620,312,200,3.77,0,0,148,459000,0,137,1260,287,778,0,0,0,0
W,W33X354,354,104,35.6,0,0,16.1,0,0,1.16,2.09,0,0,0,2.88,1.375,0,0,0,0,0,22000,1420,1240,14.5,1460,282,181,3.74,0,0,115,408000,0,135,1130,262,707,0,0,0,0
W,W33X318,318,93.6,35.2,0,0,16,0,0,1.04,1.89,0,0,0,2.68,1.3125,0,0,0,0,0,19500,1270,1110,14.5,1290,250,161,3.71,0,0,84.4,357000,0,133,1010,235,632,0,0,0,0
W,W33X291,291,85.7,34.8,0,0,15.9,0,0,0.96,1.73,0,0,0,2.52,1.3125,0,0,0,0,0,17700,1160,1020,14.4,1160,226,146,3.68,0,0,65.1,319000,0,131,904,214,573,0,0,0,0
W,W33X263,263,77.5,34.5,0,0,15.8,0,0,0.87,1.57,0,0,0,2.36,1.25,0,0,0,0,0,15900,1040,919,14.3,1040,202,131,3.66,0,0,48.7,281000,0,130,807,193,515,0,0,0,0
W,W33X241,241,71,34.2,0,0,15.9,0,0,0.83,1.4,0,0,0,2.19,1.25,0,0,0,0,0,14200,940,831,14.1,933,182,118,3.62,0,0,36.2,251000,0,130,726,173,467,0,0,0,0
W,W33X221,221,65.2,33.9,0,0,15.8,0,0,0.775,1.28,0,0,0,2.06,1.1875,0,0,0,0,0,12900,857,759,14.1,840,164,106,3.59,0,0,27.8,224000,0,129,647,156,423,0,0,0,0
W,W33X201,201,59.2,33.7,0,0,15.7,0,0,0.715,1.15,0,0,0,1.94,1.1875,0,0,0,0,0,11600,773,686,14,749,147,95.2,3.56,0,0,20.8,198000,0,128,577,140,382,0,0,0,0
W,W33X169,169,49.5,33.8,0,0,11.5,0,0,0.67,1.22,0,0,0,1.92,1.1875,0,0,0,0,0,9290,629,549,13.7,310,84.4,53.9,2.5,0,0,17.7,82400,0,93.7,329,108,311,0,0,0,0
W,W33X152,152,44.8,33.5,0,0,11.6,0,0,0.635,1.06,0,0,0,1.76,1.125,0,0,0,0,0,8160,559,487,13.5,273,73.9,47.2,2.47,0,0,12.4,71700,0,94.1,289,94.3,278,0,0,0,0
W,W33X141,141,41.6,33.3,0,0,11.5,0,0,0.605,0.96,0,0,0,1.66,1.125,0,0,0,0,0,7450,514,448,13.4,246,66.9,42.7,2.43,0,0,9.7,64400,0,93,257,84.6,253,0,0,0,0
W,W33X130,130,38.3,33.1,0,0,11.5,0,0,0.58,0.855,0,0,0,1.56,1.125,0,0,0,0,0,6710,467,406,13.2,218,59.5,37.9,2.39,0,0,7.37,56600,0,92.7,228,75.3,230,0,0,0,0
W,W33X118,118,34.7,32.9,0,0,11.5,0,0,0.55,0.74,0,0,0,1.44,1.125,0,0,0,0,0,5900,415,359,13,187,51.3,32.6,2.32,0,0,5.3,48300,0,92.5,197,65.1,205,0,0,0,0
W,W30X391,391,115,33.2,0,0,15.6,0,0,1.36,2.44,0,0,0,3.23,1.5,0,0,0,0,0,20700,1450,1250,13.4,1550,310,198,3.67,0,0,173,366000,0,120,1140,267,722,0,0,0,0
W,W30X357,357,105,32.8,0,0,15.5,0,0,1.24,2.24,0,0,0,3.03,1.4375,0,0,0,0,0,18700,1320,1140,13.3,1390,279,179,3.64,0,0,134,324000,0,118,1030,244,655,0,0,0,0
W,W30X326,326,95.8,32.4,0,0,15.4,0,0,1.14,2.05,0,0,0,2.84,1.375,0,0,0,0,0,16800,1190,1040,13.2,1240,252,162,3.6,0,0,103,287000,0,117,922,222,593,0,0,0,0
W,W30X292,292,85.9,32,0,0,15.3,0,0,1.02,1.85,0,0,0,2.64,1.3125,0,0,0,0,0,14900,1060,930,13.2,1100,223,144,3.58,0,0,75.2,250000,0,115,816,199,529,0,0,0,0
W,W30X261,261,76.9,31.6,0,0,15.2,0,0,0.93,1.65,0,0,0,2.44,1.3125,0,0,0,0,0,13100,943,829,13.1,959,196,127,3.53,0,0,54.1,215000,0,114,714,176,469,0,0,0,0
W,W30X235,235,69.2,31.3,0,0,15.1,0,0,0.83,1.5,0,0,0,2.29,1.25,0,0,0,0,0,11700,847,748,13,855,175,114,3.51,0,0,40.3,190000,0,112,637,159,421,0,0,0,0
W,W30X211,211,62.2,30.9,0,0,15.1,0,0,0.775,1.32,0,0,0,2.1,1.1875,0,0,0,0,0,10300,751,665,12.9,757,155,100,3.49,0,0,28.4,166000,0,112,556,140,372,0,0,0,0
W,W30X191,191,56.3,30.7,0,0,15,0,0,0.71,1.19,0,0,0,1.97,1.1875,0,0,0,0,0,9200,675,600,12.8,673,138,89.5,3.46,0,0,21,146000,0,111,494,125,335,0,0,0,0
W,W30X173,173,51,30.4,0,0,15,0,0,0.655,1.07,0,0,0,1.85,1.125,0,0,0,0,0,8230,607,541,12.7,598,123,79.8,3.42,0,0,15.6,129000,0,110,441,113,301,0,0,0,0
W,W30X148,148,43.5,30.7,0,0,10.5,0,0,0.65,1.18,0,0,0,1.83,1.125,0,0,0,0,0,6680,500,436,12.4,227,68,43.3,2.28,0,0,14.5,49400,0,77.5,240,85.8,248,0,0,0,0
W,W30X132,132,38.9,30.3,0,0,10.5,0,0,0.615,1,0,0,0,1.65,1.125,0,0,0,0,0,5770,437,380,12.2,196,58.4,37.2,2.25,0,0,9.72,42100,0,76.9,202,72.4,215,0,0,0,0
W,W30X124,124,36.5,30.2,0,0,10.5,0,0,0.585,0.93,0,0,0,1.58,1.125,0,0,0,0,0,5360,408,355,12.1,181,54,34.4,2.23,0,0,7.99,38600,0,76.8,188,67.5,202,0,0,0,0
W,W30X116,116,34.2,30,0,0,10.5,0,0,0.565,0.85,0,0,0,1.5,1.125,0,0,0,0,0,4930,378,329,12,164,49.2,31.3,2.19,0,0,6.43,34900,0,76.5,171,61.5,187,0,0,0,0
W,W30X108,108,31.7,29.8,0,0,10.5,0,0,0.545,0.76,0,0,0,1.41,1.125,0,0,0,0,0,4470,346,299,11.9,146,43.9,27.9,2.15,0,0,4.99,30900,0,76.2,152,54.9,170,0,0,0,0
W,W30X99,99,29.1,29.7,0,0,10.5,0,0,0.52,0.67,0,0,0,1.32,1.0625,0,0,0,0,0,3990,312,269,11.7,128,38.6,24.5,2.1,0,0,3.77,26800,0,76.2,134,48.5,154,0,0,0,0
W,W30X90,90,26.4,29.5,0,0,10.4,0,0,0.47,0.61,0,0,0,1.26,1.0625,0,0,0,0,0,3610,283,245,11.7,115,34.7,22.1,2.09,0,0,2.84,24000,0,75.1,119,43.7,139,0,0,0,0
W,W27X539,539,159,32.5,0,0,15.3,0,0,1.97,3.54,0,0,0,4.33,1.8125,0,0,0,0,0,25600,1890,1570,12.7,2110,437,277,3.65,0,0,496,443000,0,111,1500,342,943,0,0,0,0
W,W27X368,368,108,30.4,0,0,14.7,0,0,1.38,2.48,0,0,0,3.27,1.5,0,0,0,0,0,16200,1240,1060,12.2,1310,279,179,3.48,0,0,170,255000,0,103,935,231,621,0,0,0,0
W,W27X336,336,98.9,30,0,0,14.6,0,0,1.26,2.28,0,0,0,3.07,1.4375,0,0,0,0,0,14600,1130,972,12.1,1180,252,162,3.45,0,0,131,226000,0,101,842,211,563,0,0,0,0
W,W27X307,307,90.4,29.6,0,0,14.4,0,0,1.16,2.09,0,0,0,2.88,1.4375,0,0,0,0,0,13100,1030,887,12,1050,227,146,3.41,0,0,101,199000,0,99,745,190,508,0,0,0,0
W,W27X281,281,82.9,29.3,0,0,14.4,0,0,1.06,1.93,0,0,0,2.72,1.375,0,0,0,0,0,11900,936,814,12,953,206,133,3.39,0,0,79.5,178000,0,98.5,685,176,466,0,0,0,0
W,W27X258,258,76,29,0,0,14.3,0,0,0.98,1.77,0,0,0,2.56,1.3125,0,0,0,0,0,10800,852,745,11.9,859,187,120,3.36,0,0,61.6,159000,0,97.3,616,160,424,0,0,0,0
W,W27X235,235,69.4,28.7,0,0,14.2,0,0,0.91,1.61,0,0,0,2.4,1.3125,0,0,0,0,0,9700,772,677,11.8,769,168,108,3.33,0,0,47,141000,0,96.2,550,145,384,0,0,0,0
W,W27X217,217,64,28.4,0,0,14.1,0,0,0.83,1.5,0,0,0,2.29,1.25,0,0,0,0,0,8910,711,627,11.8,704,154,100,3.32,0,0,37.6,128000,0,94.8,501,134,351,0,0,0,0
W,W27X194,194,57.2,28.1,0,0,14,0,0,0.75,1.34,0,0,0,2.13,1.1875,0,0,0,0,0,7860,631,559,11.7,619,136,88.1,3.29,0,0,27.1,111000,0,93.7,439,119,312,0,0,0,0
W,W27X178,178,52.5,27.8,0,0,14.1,0,0,0.725,1.19,0,0,0,1.98,1.1875,0,0,0,0,0,7020,570,505,11.6,555,122,78.8,3.25,0,0,20.1,98400,0,93.8,393,106,282,0,0,0,0
W,W27X161,161,47.6,27.6,0,0,14,0,0,0.66,1.08,0,0,0,1.87,1.1875,0,0,0,0,0,6310,515,458,11.5,497,109,70.9,3.23,0,0,15.1,87300,0,92.8,351,95.5,254,0,0,0,0
W,W27X146,146,43.1,27.4,0,0,14,0,0,0.605,0.975,0,0,0,1.76,1.125,0,0,0,0,0,5660,464,414,11.5,443,97.7,63.5,3.2,0,0,11.3,77200,0,92.5,316,86.3,229,0,0,0,0
W,W27X129,129,37.8,27.6,0,0,10,0,0,0.61,1.1,0,0,0,1.7,1.125,0,0,0,0,0,4760,395,345,11.2,184,57.6,36.8,2.21,0,0,11.1,32500,0,66.3,182,68.4,195,0,0,0,0
W,W27X114,114,33.5,27.3,0,0,10.1,0,0,0.57,0.93,0,0,0,1.53,1.125,0,0,0,0,0,4080,343,299,11,159,49.3,31.5,2.18,0,0,7.33,27600,0,66.6,156,58.4,170,0,0,0,0
W,W27X102,102,30,27.1,0,0,10,0,0,0.515,0.83,0,0,0,1.43,1.0625,0,0,0,0,0,3620,305,267,11,139,43.4,27.8,2.15,0,0,5.28,24000,0,65.7,136,51.7,151,0,0,0,0
W,W27X94,94,27.7,26.9,0,0,10,0,0,0.49,0.745,0,0,0,1.34,1.0625,0,0,0,0,0,3270,278,243,10.9,124,38.8,24.8,2.12,0,0,4.03,21300,0,65.4,122,46.3,137,0,0,0,0
W,W27X84,84,24.8,26.7,0,0,10,0,0,0.46,0.64,0,0,0,1.24,1.0625,0,0,0,0,0,2850,244,213,10.7,106,33.2,21.2,2.07,0,0,2.81,17900,0,65.2,104,39.8,121,0,0,0,0
W,W24X370,370,109,28,0,0,13.7,0,0,1.52,2.72,0,0,0,3.22,1.5625,0,0,0,0,0,13400,1130,957,11.1,1160,267,170,3.27,0,0,201,186000,0,86.6,807,209,568,0,0,0,0
W,W24X335,335,98.4,27.5,0,0,13.5,0,0,1.38,2.48,0,0,0,2.98,1.5,0,0,0,0,0,11900,1020,864,11,1030,238,152,3.23,0,0,152,161000,0,84.4,707,188,506,0,0,0,0
W,W24X306,306,89.8,27.1,0,0,13.4,0,0,1.26,2.28,0,0,0,2.78,1.4375,0,0,0,0,0,10700,922,789,10.9,919,214,137,3.2,0,0,117,142000,0,83.1,635,172,459,0,0,0,0
W,W24X279,279,82,26.7,0,0,13.3,0,0,1.16,2.09,0,0,0,2.59,1.4375,0,0,0,0,0,9600,835,718,10.8,823,193,124,3.17,0,0,90.5,125000,0,81.8,569,156,416,0,0,0,0
W,W24X250,250,73.5,26.3,0,0,13.2,0,0,1.04,1.89,0,0,0,2.39,1.375,0,0,0,0,0,8490,744,644,10.7,724,171,110,3.14,0,0,66.6,108000,0,80.6,502,140,370,0,0,0,0
W,W24X229,229,67.2,26,0,0,13.1,0,0,0.96,1.73,0,0,0,2.23,1.3125,0,0,0,0,0,7650,675,588,10.7,651,154,99.4,3.11,0,0,51.3,96100,0,79.5,450,127,336,0,0,0,0
W,W24X207,207,60.7,25.7,0,0,13,0,0,0.87,1.57,0,0,0,2.07,1.25,0,0,0,0,0,6820,606,531,10.6,578,137,88.8,3.08,0,0,38.3,84100,0,78.4,400,115,302,0,0,0,0
W,W24X192,192,56.3,25.5,0,0,13,0,0,0.81,1.46,0,0,0,1.96,1.25,0,0,0,0,0,6260,559,491,10.5,530,126,81.8,3.07,0,0,30.8,76300,0,78.1,371,107,280,0,0,0,0
W,W24X176,176,51.7,25.2,0,0,12.9,0,0,0.75,1.34,0,0,0,1.84,1.1875,0,0,0,0,0,5680,511,450,10.5,479,115,74.3,3.04,0,0,23.9,68400,0,76.9,333,97.1,254,0,0,0,0
W,W24X162,162,47.7,25,0,0,13,0,0,0.705,1.22,0,0,0,1.72,1.1875,0,0,0,0,0,5170,468,414,10.4,443,105,68.4,3.05,0,0,18.5,62600,0,77.3,306,89.2,233,0,0,0,0
W,W24X146,146,43,24.7,0,0,12.9,0,0,0.65,1.09,0,0,0,1.59,1.125,0,0,0,0,0,4580,418,371,10.3,391,93.2,60.5,3.01,0,0,13.4,54600,0,76.1,268,78.8,207,0,0,0,0
W,W24X131,131,38.5,24.5,0,0,12.9,0,0,0.605,0.96,0,0,0,1.46,1.125,0,0,0,0,0,4020,370,329,10.2,340,81.5,53,2.97,0,0,9.5,47100,0,75.9,235,69.5,184,0,0,0,0
W,W24X117,117,34.4,24.3,0,0,12.8,0,0,0.55,0.85,0,0,0,1.35,1.125,0,0,0,0,0,3540,327,291,10.1,297,71.4,46.5,2.94,0,0,6.72,40800,0,75,204,61,163,0,0,0,0
W,W24X104,104,30.6,24.1,0,0,12.8,0,0,0.5,0.75,0,0,0,1.25,1.0625,0,0,0,0,0,3100,289,258,10.1,259,62.4,40.7,2.91,0,0,4.72,35200,0,74.7,179,53.9,144,0,0,0,0
W,W24X103,103,30.3,24.5,0,0,9,0,0,0.55,0.98,0,0,0,1.48,1.125,0,0,0,0,0,3000,280,245,10,119,41.5,26.5,1.99,0,0,7.07,16600,0,52.9,117,48.7,139,0,0,0,0
W,W24X94,94,27.7,24.3,0,0,9.07,0,0,0.515,0.875,0,0,0,1.38,1.0625,0,0,0,0,0,2700,254,222,9.87,109,37.5,24,1.98,0,0,5.26,15000,0,53.1,105,43.8,126,0,0,0,0
W,W24X84,84,24.7,24.1,0,0,9.02,0,0,0.47,0.77,0,0,0,1.27,1.0625,0,0,0,0,0,2370,224,196,9.79,94.4,32.6,20.9,1.95,0,0,3.7,12800,0,52.6,91.3,38.4,111,0,0,0,0
W,W24X76,76,22.4,23.9,0,0,8.99,0,0,0.44,0.68,0,0,0,1.18,1.0625,0,0,0,0,0,2100,200,176,9.69,82.5,28.6,18.4,1.92,0,0,2.68,11100,0,52.2,79.8,33.8,98.9,0,0,0,0
W,W24X68,68,20.1,23.7,0,0,8.97,0,0,0.415,0.585,0,0,0,1.09,1.0625,0,0,0,0,0,1830,177,154,9.55,70.4,24.5,15.7,1.87,0,0,1.87,9430,0,51.8,68,28.9,87,0,0,0,0
W,W24X62,62,18.2,23.7,0,0,7.04,0,0,0.43,0.59,0,0,0,1.09,1.0625,0,0,0,0,0,1550,153,131,9.23,34.5,15.7,9.8,1.38,0,0,1.71,4620,0,40.7,42.2,22.5,75.3,0,0,0,0
W,W24X55,55,16.2,23.6,0,0,7.01,0,0,0.395,0.505,0,0,0,1.01,1,0,0,0,0,0,1350,134,114,9.11,29.1,13.3,8.3,1.34,0,0,1.18,3870,0,40.5,35.8,19.3,66.1,0,0,0,0
W,W21X201,201,59.2,23,0,0,12.6,0,0,0.91,1.63,0,0,0,2.13,1.3125,0,0,0,0,0,5310,530,461,9.47,542,133,86.1,3.02,0,0,40.9,62000,0,67.3,346,102,264,0,0,0,0
W,W21X182,182,53.6,22.7,0,0,12.5,0,0,0.83,1.48,0,0,0,1.98,1.25,0,0,0,0,0,4730,476,417,9.4,483,119,77.2,3,0,0,30.7,54400,0,66.3,307,91.6,237,0,0,0,0
W,W21X166,166,48.8,22.5,0,0,12.4,0,0,0.75,1.36,0,0,0,1.86,1.1875,0,0,0,0,0,4280,432,380,9.36,435,108,70,2.99,0,0,23.6,48500,0,65.5,276,83.7,215,0,0,0,0
W,W21X147,147,43.2,22.1,0,0,12.5,0,0,0.72,1.15,0,0,0,1.65,1.1875,0,0,0,0,0,3630,373,329,9.17,376,92.6,60.1,2.95,0,0,15.4,41100,0,65.5,235,71,186,0,0,0,0
W,W21X132,132,38.8,21.8,0,0,12.4,0,0,0.65,1.04,0,0,0,1.54,1.125,0,0,0,0,0,3220,333,295,9.12,333,82.3,53.5,2.93,0,0,11.3,36000,0,64.4,206,62.8,164,0,0,0,0
W,W21X122,122,35.9,21.7,0,0,12.4,0,0,0.6,0.96,0,0,0,1.46,1.125,0,0,0,0,0,2960,307,273,9.09,305,75.6,49.2,2.92,0,0,8.98,32700,0,64.3,191,58.7,153,0,0,0,0
